motif	category	term	side	ortholog	path	pathway
K05585_upstream.fna.motif.h1_2.h2_2.h1_1	Conserved sequence (low covariation and power)	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	map00190	Oxidative phosphorylation
K05585_upstream.fna.motif.h1_2.h2_2.h1_1	Conserved sequence (low covariation and power)	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	ko00190	NA
K05585_upstream.fna.motif.h1_2.h2_2.h1_1	Conserved sequence (low covariation and power)	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	map01100	Metabolic pathways
K05585_upstream.fna.motif.h1_2.h2_2.h1_1	Conserved sequence (low covariation and power)	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	ko01100	NA
K05585_upstream.fna.motif.h2_1	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	map00190	Oxidative phosphorylation
K05585_upstream.fna.motif.h2_1	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	ko00190	NA
K05585_upstream.fna.motif.h2_1	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	map01100	Metabolic pathways
K05585_upstream.fna.motif.h2_1	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	ko01100	NA
K05585_upstream.fna.motif.h2_3.h2_4	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	map00190	Oxidative phosphorylation
K05585_upstream.fna.motif.h2_3.h2_4	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	ko00190	NA
K05585_upstream.fna.motif.h2_3.h2_4	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	map01100	Metabolic pathways
K05585_upstream.fna.motif.h2_3.h2_4	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	ko01100	NA
K05585_upstream.fna.motif.h1_3	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	map00190	Oxidative phosphorylation
K05585_upstream.fna.motif.h1_3	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	ko00190	NA
K05585_upstream.fna.motif.h1_3	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	map01100	Metabolic pathways
K05585_upstream.fna.motif.h1_3	High covariation	K05585	upstream	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	ko01100	NA
K05592_upstream.fna.motif.h1_3.h1_4.h2_1	Conserved sequence (low covariation and power)	K05592	upstream	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	map03018	RNA degradation
K05592_upstream.fna.motif.h1_3.h1_4.h2_1	Conserved sequence (low covariation and power)	K05592	upstream	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	ko03018	NA
K05841_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K05841	upstream	E2.4.1.173; sterol 3beta-glucosyltransferase [EC:2.4.1.173]	NA	NA
K05979_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K05979	upstream	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	map00680	Methane metabolism
K05979_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K05979	upstream	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	ko00680	NA
K05979_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K05979	upstream	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	map01100	Metabolic pathways
K05979_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K05979	upstream	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	ko01100	NA
K05979_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K05979	upstream	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	map01120	Microbial metabolism in diverse environments
K05979_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K05979	upstream	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	ko01120	NA
K05979_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K05979	upstream	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	map01240	Biosynthesis of cofactors
K05979_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K05979	upstream	comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	ko01240	NA
K06076_upstream.fna.motif.h1_1	High covariation	K06076	upstream	fadL; long-chain fatty acid transport protein	NA	NA
K06153_upstream.fna.motif.h1_1	High covariation	K06153	upstream	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	map00550	Peptidoglycan biosynthesis
K06153_upstream.fna.motif.h1_1	High covariation	K06153	upstream	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	ko00550	NA
K06153_upstream.fna.motif.h1_1	High covariation	K06153	upstream	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	map00552	Teichoic acid biosynthesis
K06153_upstream.fna.motif.h1_1	High covariation	K06153	upstream	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]	ko00552	NA
K06197_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K06197	upstream	chaB; cation transport regulator	NA	NA
K06197_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K06197	upstream	chaB; cation transport regulator	NA	NA
K06197_upstream.fna.motif.h2_2	High covariation	K06197	upstream	chaB; cation transport regulator	NA	NA
K06197_upstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K06197	upstream	chaB; cation transport regulator	NA	NA
K06213_upstream.fna.motif.h1_1.h2_1.h1_4	High power (low covariation)	K06213	upstream	mgtE; magnesium transporter	NA	NA
K06213_upstream.fna.motif.h1_3.h2_3	High power (low covariation)	K06213	upstream	mgtE; magnesium transporter	NA	NA
K06282_upstream.fna.motif.h1_5	High covariation	K06282	upstream	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	map00633	Nitrotoluene degradation
K06282_upstream.fna.motif.h1_5	High covariation	K06282	upstream	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	ko00633	NA
K06282_upstream.fna.motif.h1_5	High covariation	K06282	upstream	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	map01120	Microbial metabolism in diverse environments
K06282_upstream.fna.motif.h1_5	High covariation	K06282	upstream	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	ko01120	NA
K06282_upstream.fna.motif.h1_5	High covariation	K06282	upstream	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	map02020	Two-component system
K06282_upstream.fna.motif.h1_5	High covariation	K06282	upstream	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]	ko02020	NA
K06442_upstream.fna.motif.h1_1.h2_2	High power (low covariation)	K06442	upstream	tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	NA	NA
K06610_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K06610	upstream	iolF; MFS transporter, SP family, inositol transporter	NA	NA
K06864_upstream.fna.motif.h2_1.h2_2.h2_3	High power (low covariation)	K06864	upstream	larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]	NA	NA
K06873_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K06873	upstream	K06873; uncharacterized protein	NA	NA
K06890_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K06890	upstream	K06890; uncharacterized protein	NA	NA
K06891_upstream.fna.motif.h1_3	High power (low covariation)	K06891	upstream	clpS; ATP-dependent Clp protease adaptor protein ClpS	NA	NA
K06920_upstream.fna.motif.h2_1.h2_2	Conserved sequence (low covariation and power)	K06920	upstream	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	map00790	Folate biosynthesis
K06920_upstream.fna.motif.h2_1.h2_2	Conserved sequence (low covariation and power)	K06920	upstream	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	ko00790	NA
K06920_upstream.fna.motif.h2_1.h2_2	Conserved sequence (low covariation and power)	K06920	upstream	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	map01100	Metabolic pathways
K06920_upstream.fna.motif.h2_1.h2_2	Conserved sequence (low covariation and power)	K06920	upstream	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	ko01100	NA
K06920_upstream.fna.motif.h1_2.h1_5.h1_4	Conserved sequence (low covariation and power)	K06920	upstream	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	map00790	Folate biosynthesis
K06920_upstream.fna.motif.h1_2.h1_5.h1_4	Conserved sequence (low covariation and power)	K06920	upstream	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	ko00790	NA
K06920_upstream.fna.motif.h1_2.h1_5.h1_4	Conserved sequence (low covariation and power)	K06920	upstream	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	map01100	Metabolic pathways
K06920_upstream.fna.motif.h1_2.h1_5.h1_4	Conserved sequence (low covariation and power)	K06920	upstream	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	ko01100	NA
K06949_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K06949	upstream	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	map00730	Thiamine metabolism
K06949_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K06949	upstream	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	ko00730	NA
K06949_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K06949	upstream	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	map01100	Metabolic pathways
K06949_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K06949	upstream	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	ko01100	NA
K06966_upstream.fna.motif.h1_1	High covariation	K06966	upstream	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	map00230	Purine metabolism
K06966_upstream.fna.motif.h1_1	High covariation	K06966	upstream	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	ko00230	NA
K06966_upstream.fna.motif.h1_1	High covariation	K06966	upstream	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	map00240	Pyrimidine metabolism
K06966_upstream.fna.motif.h1_1	High covariation	K06966	upstream	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	ko00240	NA
K06966_upstream.fna.motif.h1_1	High covariation	K06966	upstream	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	map01100	Metabolic pathways
K06966_upstream.fna.motif.h1_1	High covariation	K06966	upstream	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	ko01100	NA
K06966_upstream.fna.motif.h1_1	High covariation	K06966	upstream	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	map01232	Nucleotide metabolism
K06966_upstream.fna.motif.h1_1	High covariation	K06966	upstream	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	ko01232	NA
K06971_upstream.fna.motif.h1_4.h2_4	Conserved sequence (low covariation and power)	K06971	upstream	K06971; uncharacterized protein	NA	NA
K06997_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K06997	upstream	yggS, PROSC; PLP dependent protein	NA	NA
K07015_upstream.fna.motif.h1_1	High power (low covariation)	K07015	upstream	yqeG; putative phosphatase [EC:3.1.3.-]	NA	NA
K07037_upstream.fna.motif.h1_3.h2_1	High power (low covariation)	K07037	upstream	pgpH; cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]	NA	NA
K07079_upstream.fna.motif.h1_5	High covariation	K07079	upstream	K07079; uncharacterized protein	NA	NA
K07086_upstream.fna.motif.h2_3	High power (low covariation)	K07086	upstream	K07086; uncharacterized protein	NA	NA
K07086_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K07086	upstream	K07086; uncharacterized protein	NA	NA
K07090_upstream.fna.motif.h1_3	Conserved sequence (low covariation and power)	K07090	upstream	K07090; uncharacterized protein	NA	NA
K07243_upstream.fna.motif.h1_1	High covariation	K07243	upstream	FTR, FTH1, efeU; high-affinity iron transporter	NA	NA
K07301_upstream.fna.motif.h2_2.h2_4.h1_3	Conserved sequence (low covariation and power)	K07301	upstream	yrbG; cation:H+ antiporter	NA	NA
K07456_upstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K07456	upstream	mutS2; DNA mismatch repair protein MutS2	map03430	Mismatch repair
K07456_upstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K07456	upstream	mutS2; DNA mismatch repair protein MutS2	ko03430	NA
K07486_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K07486	upstream	K07486; transposase	NA	NA
K08480_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K08480	upstream	kaiA; circadian clock protein KaiA	NA	NA
K08482_upstream.fna.motif.h1_1	High covariation	K08482	upstream	kaiC; circadian clock protein KaiC	NA	NA
K09121_upstream.fna.motif.h1_4	High power (low covariation)	K09121	upstream	larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]	NA	NA
K09748_upstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K09748	upstream	rimP; ribosome maturation factor RimP	NA	NA
K09772_upstream.fna.motif.h1_4.h2_1.h1_2	Conserved sequence (low covariation and power)	K09772	upstream	sepF; cell division inhibitor SepF	NA	NA
K09772_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K09772	upstream	sepF; cell division inhibitor SepF	NA	NA
K09836_upstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K09836	upstream	crtW, BKT; beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64]	map00906	Carotenoid biosynthesis
K09836_upstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K09836	upstream	crtW, BKT; beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64]	ko00906	NA
K09836_upstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K09836	upstream	crtW, BKT; beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64]	map01110	Biosynthesis of secondary metabolites
K09836_upstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K09836	upstream	crtW, BKT; beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64]	ko01110	NA
K09928_upstream.fna.motif.h1_2.h2_1.h1_1	Conserved sequence (low covariation and power)	K09928	upstream	K09928; uncharacterized protein	NA	NA
K09942_upstream.fna.motif.h2_1	High power (low covariation)	K09942	upstream	K09942; uncharacterized protein	NA	NA
K09942_upstream.fna.motif.h1_4.h2_2.h1_2	Conserved sequence (low covariation and power)	K09942	upstream	K09942; uncharacterized protein	NA	NA
K09966_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K09966	upstream	K09966; uncharacterized protein	NA	NA
K10257_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K10257	upstream	FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	NA	NA
K10773_upstream.fna.motif.h1_5.h2_1	Conserved sequence (low covariation and power)	K10773	upstream	NTHL1, nth; endonuclease III [EC:3.2.2.- 4.2.99.18]	map03410	Base excision repair
K10773_upstream.fna.motif.h1_5.h2_1	Conserved sequence (low covariation and power)	K10773	upstream	NTHL1, nth; endonuclease III [EC:3.2.2.- 4.2.99.18]	ko03410	NA
K10917_upstream.fna.motif.h1_3	High power (low covariation)	K10917	upstream	aphA; PadR family transcriptional regulator, regulatory protein AphA	map02024	Quorum sensing
K10917_upstream.fna.motif.h1_3	High power (low covariation)	K10917	upstream	aphA; PadR family transcriptional regulator, regulatory protein AphA	ko02024	NA
K10917_upstream.fna.motif.h1_3	High power (low covariation)	K10917	upstream	aphA; PadR family transcriptional regulator, regulatory protein AphA	map05111	Biofilm formation - Vibrio cholerae
K10917_upstream.fna.motif.h1_3	High power (low covariation)	K10917	upstream	aphA; PadR family transcriptional regulator, regulatory protein AphA	ko05111	NA
K10960_upstream.fna.motif.h1_5.h2_3.h2_1.h1_1	Conserved sequence (low covariation and power)	K10960	upstream	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]	map00860	Porphyrin metabolism
K10960_upstream.fna.motif.h1_5.h2_3.h2_1.h1_1	Conserved sequence (low covariation and power)	K10960	upstream	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]	ko00860	NA
K10960_upstream.fna.motif.h1_5.h2_3.h2_1.h1_1	Conserved sequence (low covariation and power)	K10960	upstream	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]	map00900	Terpenoid backbone biosynthesis
K10960_upstream.fna.motif.h1_5.h2_3.h2_1.h1_1	Conserved sequence (low covariation and power)	K10960	upstream	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]	ko00900	NA
K10960_upstream.fna.motif.h1_5.h2_3.h2_1.h1_1	Conserved sequence (low covariation and power)	K10960	upstream	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]	map01100	Metabolic pathways
K10960_upstream.fna.motif.h1_5.h2_3.h2_1.h1_1	Conserved sequence (low covariation and power)	K10960	upstream	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]	ko01100	NA
K10960_upstream.fna.motif.h1_5.h2_3.h2_1.h1_1	Conserved sequence (low covariation and power)	K10960	upstream	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]	map01110	Biosynthesis of secondary metabolites
K10960_upstream.fna.motif.h1_5.h2_3.h2_1.h1_1	Conserved sequence (low covariation and power)	K10960	upstream	chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]	ko01110	NA
K12574_upstream.fna.motif.h1_1.h1_3	High covariation	K12574	upstream	rnj; ribonuclease J [EC:3.1.-.-]	map03018	RNA degradation
K12574_upstream.fna.motif.h1_1.h1_3	High covariation	K12574	upstream	rnj; ribonuclease J [EC:3.1.-.-]	ko03018	NA
K12574_upstream.fna.motif.h1_2	High covariation	K12574	upstream	rnj; ribonuclease J [EC:3.1.-.-]	map03018	RNA degradation
K12574_upstream.fna.motif.h1_2	High covariation	K12574	upstream	rnj; ribonuclease J [EC:3.1.-.-]	ko03018	NA
K12984_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K12984	upstream	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	NA	NA
K13005_upstream.fna.motif.h1_3	High covariation	K13005	upstream	rfbV, wbaV; O-antigen biosynthesis alpha-1,3-abequosyltransferase [EC:2.4.1.60]	NA	NA
K13005_upstream.fna.motif.h1_4	Conserved sequence (low covariation and power)	K13005	upstream	rfbV, wbaV; O-antigen biosynthesis alpha-1,3-abequosyltransferase [EC:2.4.1.60]	NA	NA
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	map00740	Riboflavin metabolism
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	ko00740	NA
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	map01100	Metabolic pathways
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	ko01100	NA
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	map04142	Lysosome
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	ko04142	NA
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	map04380	Osteoclast differentiation
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	ko04380	NA
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	map05323	Rheumatoid arthritis
K14379_upstream.fna.motif.h1_1.h1_5	Conserved sequence (low covariation and power)	K14379	upstream	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	ko05323	NA
K14441_upstream.fna.motif.h2_4	Conserved sequence (low covariation and power)	K14441	upstream	rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	NA	NA
K14441_upstream.fna.motif.h2_3	High power (low covariation)	K14441	upstream	rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	NA	NA
K14540_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K14540	upstream	rbgA; ribosome biogenesis GTPase A	NA	NA
K14540_upstream.fna.motif.h1_1.h2_1	Conserved sequence (low covariation and power)	K14540	upstream	rbgA; ribosome biogenesis GTPase A	NA	NA
K14761_upstream.fna.motif.h1_5	Conserved sequence (low covariation and power)	K14761	upstream	ybcJ; ribosome-associated protein	NA	NA
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map00010	Glycolysis / Gluconeogenesis
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko00010	NA
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map00260	Glycine, serine and threonine metabolism
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko00260	NA
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map00680	Methane metabolism
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko00680	NA
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01100	Metabolic pathways
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01100	NA
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01110	Biosynthesis of secondary metabolites
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01110	NA
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01120	Microbial metabolism in diverse environments
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01120	NA
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01200	Carbon metabolism
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01200	NA
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01230	Biosynthesis of amino acids
K15633_upstream.fna.motif.h2_3	High covariation	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01230	NA
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map00010	Glycolysis / Gluconeogenesis
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko00010	NA
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map00260	Glycine, serine and threonine metabolism
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko00260	NA
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map00680	Methane metabolism
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko00680	NA
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01100	Metabolic pathways
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	ko01100	NA
K15633_upstream.fna.motif.h1_1	Conserved sequence (low covariation and power)	K15633	upstream	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	map01110	Biosynthesis of secondary metabolites
